id	vault	topic	difficulty	question	choice_a	choice_b	choice_c	choice_d	correct	explanation	source_key
C020	cosmos	天文觀測	easy	天文學家分析天體光譜，通常能取得什麼資訊？	只能判斷照片是否好看	只能直接量到天體重量	只要一條譜線就能知道全部歷史	化學成分、溫度與沿視線運動等線索	D	不同原子與分子留下特徵譜線；譜線形狀、強度與位移可提供成分、物理狀態和徑向速度等資訊。	nasa_universe
C021	cosmos	天文觀測	medium	地面大型望遠鏡使用自適應光學主要想修正什麼？	地球公轉造成的一年視差	鏡片受月球引力變形	大氣湍流造成的波前扭曲	宇宙膨脹造成的所有紅移	C	自適應光學快速量測大氣造成的波前變形，再用可變形鏡面補償，以提高地面影像解析度。	nasa_universe
C022	cosmos	天文觀測	medium	天文干涉儀把多座望遠鏡的訊號合併，主要可獲得什麼優勢？	讓每座望遠鏡收集到無限多光子	完全消除所有儀器雜訊	直接把天體搬到更近的位置	取得接近望遠鏡間最大基線所對應的角解析力	D	干涉儀利用不同位置收到光波的相位資訊合成高解析觀測；解析力可對應到很大的有效基線，但集光能力並不等同完整巨鏡。	nasa_universe
C023	cosmos	天文觀測	hard	徑向速度法偵測系外行星時，最直接量測的是什麼？	行星本身在天空中的彩色照片	行星經過恆星前方的亮度下降	恆星譜線因繞共同質心運動產生的週期性都卜勒位移	行星磁場對地球指南針的偏轉	C	行星與恆星共同繞質心運動，恆星沿視線方向的速度會讓譜線週期性紅移、藍移；若不知道傾角，通常先得到最低質量。	nasa_exoplanets
C024	cosmos	天文觀測	hard	重力透鏡能放大或扭曲背景天體影像，根本原因是什麼？	前景天體像玻璃一樣具有普通折射率	星際塵埃把所有光聚成同一焦點	背景天體主動改變自身形狀	質量造成時空彎曲，改變光的傳播路徑	D	廣義相對論中，質量與能量彎曲時空；光沿彎曲時空中的測地線傳播，因此可能形成弧、重像或放大。	einstein_online
L001	living_world	地質學	easy	板塊構造理論中的「板塊」主要指什麼？	由地殼與最上部地函組成、會相對移動的岩石圈大片段	只存在於海底的液態岩漿層	每天隨潮汐上下移動的整塊地核	被山脈完全分隔、永不互動的大陸	A	岩石圈分成多個剛性板塊，在較可塑的軟流圈之上緩慢移動；板塊交界集中許多地震、火山與造山作用。	usgs_plates
L002	living_world	地質學	easy	地震「規模」與「震度」最主要的差別是什麼？	規模只描述建築損壞，震度只描述震源深度	規模估計地震釋放能量，震度描述特定地點的搖晃與影響	規模會因城市不同而改變，震度全球只有一個值	兩者只是不同國家對完全相同數值的名稱	B	一次地震通常有一個代表震源大小的規模，但不同地點因距離、地質和建築條件而有不同震度。	usgs_quakes
L003	living_world	地質學	medium	地震波通過地球內部時，哪項差異幫助科學家判斷外核是液態？	P 波可穿過液體，而 S 波無法在液體中傳播	P 波只能穿過真空，S 波只能穿過金屬	兩種波都在外核完全不改變路徑	S 波速度永遠比光速快	A	剪切的 S 波需要材料承受剪切形變，無法穿過液態外核；P 波仍可傳播但會折射，形成特徵陰影區。	usgs_quakes
L004	living_world	地質學	medium	隱沒帶上方為何常形成火山弧？	下沉板塊摩擦直接把整片地殼燒成熔岩	含水礦物釋水，降低上覆地函岩石的熔融溫度	海水壓力把岩漿從地核擠到地表	大陸板塊完全熔化後漂浮到海面	B	隱沒板塊受熱脫水，流體進入上覆地函楔並降低固相線，促進部分熔融；岩漿上升後形成火山弧。	usgs_plates
L005	living_world	地質學	hard	「地殼均衡」最接近哪種物理概念？	不同厚度與密度的岩石圈在較可塑地函上達到浮力平衡	所有山脈高度由月球潮汐直接決定	地殼永遠保持完全水平，不能彎曲	海底與大陸必須具有相同密度與厚度	A	岩石圈像不同厚度的浮體坐在較可塑的地函上；侵蝕、冰蓋消退或沉積改變負載後，可出現緩慢的均衡調整。	usgs_plates
L006	living_world	地質學	hard	放射性定年要可靠估計岩石年齡，核心依據是什麼？	岩石顏色會按固定速度逐年變深	母體與子體同位素比例配合已知半衰期與系統歷史	所有岩石形成時都含相同數量的化石	只量一次地球磁場強度即可得到絕對年代	B	放射性同位素按統計穩定的衰變率轉成子體；量測比例並確認封閉系統與初始條件，才能推算結晶或事件年代。	usgs_plates
L007	living_world	大氣與海洋	easy	「天氣」與「氣候」最準確的區分是什麼？	天氣只發生在城市，氣候只發生在海洋	天氣是全球平均，氣候是單一午後雷雨	天氣描述短期大氣狀況，氣候描述較長期的統計分布與趨勢	兩者完全相同，只是新聞用詞不同	C	天氣可以是今天的溫度、風雨；氣候則關注多年尺度的平均、變異、極端事件機率及長期變化。	noaa_climate
L008	living_world	大氣與海洋	easy	科氏效應為什麼會影響大尺度風與洋流？	太陽風直接推動所有地表空氣	地球磁場吸引帶電水分子	重力在北半球突然改變方向	在旋轉地球的參考系中，移動物體的路徑看起來會偏轉	D	科氏效應是旋轉參考系的表觀效應，偏轉方向在南北半球相反；它影響運動方向，但不是風的能量來源。	noaa_ocean
L009	living_world	大氣與海洋	medium	溫室氣體使地表與低層大氣增暖的主要機制是什麼？	把所有太陽可見光完全反射回地面	製造額外氧氣並直接放熱	吸收地表紅外輻射並向各方向重新放射	阻止海洋蒸發，讓熱永久留在陸地	C	水氣、二氧化碳等氣體對特定紅外波段有吸收與放射能力，改變地球向太空散熱的高度與效率。	noaa_climate
L010	living_world	大氣與海洋	medium	典型聖嬰事件時，熱帶太平洋常出現哪種組合？	東風增強且東太平洋表層異常變冷	全球海洋同時停止所有環流	只有北極海冰改變，赤道太平洋不受影響	信風減弱，暖水與對流向中、東太平洋移動	D	聖嬰是海氣耦合現象；信風與湧升改變後，中央及東太平洋表面偏暖，並重新分配全球降雨與環流。	noaa_ocean
L011	living_world	大氣與海洋	hard	深海「溫鹽環流」的密度差主要由哪些因素控制？	海水顏色與月相	海底火山數量與魚群密度	溫度與鹽度共同影響海水密度	海浪高度與船舶航速	C	冷水通常較密，鹽度增加也會提高密度；高緯度冷卻、結冰排鹽等過程可形成下沉水團並連結全球深海環流。	noaa_ocean
L012	living_world	大氣與海洋	hard	平流層臭氧與溫室效應應如何區分？	兩者都是同一層二氧化碳造成的現象	臭氧洞會直接讓海平面在一天內上升	溫室效應主要是阻擋紫外線，臭氧主要吸收地表紅外線	平流層臭氧主要吸收紫外線，溫室氣體主要改變地球紅外散熱	D	臭氧層保護生命免受大量紫外線；溫室效應則關於大氣吸收與放射紅外線。兩者會互相影響，但不是同一問題。	noaa_climate
L013	living_world	演化與生態	easy	自然選擇要改變族群，至少需要哪組條件？	性狀可遺傳，而且不同性狀造成繁殖成功差異	個體努力後獲得的所有特徵都會直接遺傳	環境替每個物種預先安排固定目標	每一代所有個體都產生完全相同後代	A	自然選擇作用於族群中可遺傳的變異；若某些變異使個體留下較多後代，其比例便可能跨世代增加。	smithsonian_evolution
L014	living_world	演化與生態	easy	較高生物多樣性有時能提高生態系韌性，較好的理由是什麼？	物種越多就保證永遠不會滅絕	不同物種或功能可在擾動後提供部分替代與回復路徑	多樣性會讓所有物種擁有完全相同需求	只要物種數多，外來種一定無法入侵	B	功能重疊與多種反應方式可降低單一物種失敗造成的衝擊；但多樣性並不是對所有擾動都有效的魔法護盾。	smithsonian_evolution
L015	living_world	演化與生態	medium	鯊魚與海豚外形相似，最能說明哪種演化現象？	不同祖先在相似環境壓力下演化出相似適應的趨同演化	海豚其實是魚類，只是會呼吸空氣	兩者從同一近代物種突然分裂	外形相似必定代表 DNA 幾乎完全相同	A	鯊魚是魚類、海豚是哺乳類；流線形身體在水中游動有共同優勢，因此不同譜系可獨立演化出相似形態。	smithsonian_evolution
L016	living_world	演化與生態	medium	為什麼食物網越往高營養階層，可用能量通常越少？	能量會在每一階完全消失，不留下任何熱	生物把大量能量用於代謝、活動並以熱散失，只有一部分形成新生物量	頂級掠食者不需要任何能量	植物只在夜間向食物網提供能量	B	生物攝入的能量並非全部轉成可供下一階取食的組織；呼吸、維持與未被消化的部分都降低傳遞效率。	smithsonian_evolution
L017	living_world	演化與生態	hard	遺傳漂變在小族群中特別明顯，主要因為什麼？	隨機出生、死亡與繁殖事件能大幅改變等位基因頻率	小族群中的每個突變一定都有利	自然選擇在小族群完全停止	小族群不會發生基因交流	A	抽樣誤差在小族群比例更大，即使性狀沒有適應優勢，等位基因也可能偶然固定或消失，降低遺傳多樣性。	smithsonian_evolution
L018	living_world	演化與生態	hard	一次大滅絕結束後，生態多樣性為何不會立刻恢復？	倖存物種會永久停止演化	新物種形成、棲位重建與複雜互動演化需要漫長時間	地球必須先完全停止板塊運動	所有化石會阻止新生命出現	B	大滅絕可清空許多生態角色，但族群擴張、物種分化與食物網重組常需數十萬至數百萬年以上。	smithsonian_evolution
L019	living_world	人體與腦	easy	神經元通常如何把訊號傳給下一個細胞？	只靠血液搬運完整電流	細胞核離開神經元去接觸目標	軸突傳導電訊號，突觸處常以化學傳遞物質接力	所有神經元彼此融合成一條空心管	C	動作電位沿軸突傳播，到突觸末端引發神經傳遞物質釋放；下一細胞再把化學訊號轉為電化學反應。	nih_brain
L020	living_world	人體與腦	easy	抗體在適應性免疫中的主要功能是什麼？	直接取代所有白血球	讓任何病原體永久停止突變	把體溫固定在攝氏 37 度	以特定結構辨識並結合相應抗原	D	抗體的結合區可辨識特定抗原表位，進而中和目標或標記它，讓其他免疫機制更容易處理。	nih_body
L021	living_world	人體與腦	medium	胰島素降低餐後血糖的主要方式是什麼？	促進部分細胞攝取葡萄糖，並推動肝與肌肉儲存能量	命令腎臟把所有葡萄糖立即排掉	把葡萄糖轉化成氧氣排出肺部	停止全身所有細胞代謝	A	胰島素是調節訊號，會促進肌肉、脂肪等組織利用葡萄糖，並促進肝醣等儲存過程；不是單純把糖從血中消滅。	nih_body
L022	living_world	人體與腦	medium	疫苗為何能讓再次遇到相同病原時反應更快？	疫苗讓皮膚永久阻擋所有微生物	適應性免疫留下記憶細胞，可更快擴增並產生有效反應	疫苗把所有抗體直接保存一生	接種後先天免疫就能辨識每個變種的所有細節	B	初次暴露後形成的記憶 B、T 細胞能在再次遇到相關抗原時更快啟動；保護程度仍會受病原變異與時間影響。	nih_body
L023	living_world	人體與腦	hard	血腦障壁最準確的功能描述是什麼？	把腦與血液完全隔絕，連氧氣都不能通過	只在睡眠時短暫出現	由緊密連結等機制選擇性控制血液物質進入中樞神經	讓所有藥物都能迅速進入腦組織	C	血腦障壁維持神經環境穩定，允許必要物質經特定途徑通過，同時限制許多毒物、病原與藥物；它不是不透水的牆。	nih_brain
L024	living_world	人體與腦	hard	「神經可塑性」最接近哪種能力？	成人大腦每天長成完全不同器官	記憶只儲存在單一固定神經元	腦損傷後所有功能必定完整復原	神經連結與功能可因學習、經驗或損傷而重新調整	D	可塑性包含突觸強度、連結與功能分工的改變；它支持學習與部分恢復，但會受到年齡、區域與損傷程度限制。	nih_brain
P001	laws	經典物理	easy	慣性定律最核心的敘述是什麼？	若合外力為零，物體維持靜止或等速度直線運動	物體只要在動就必須持續受到同方向力	質量越大的物體在真空中必定落得更快	所有圓周運動都不需要向心力	A	速度改變才需要合外力；物體維持等速度直線運動不必有持續推力，摩擦常讓日常經驗掩蓋這點。	nist_physics
P002	laws	經典物理	easy	相同大小的力作用時，為什麼尖針比平面更容易刺入材料？	尖針的質量必定比較大	力集中在較小面積，使壓力較大	尖針會消除材料中的所有原子鍵	平面完全不會傳遞力	B	壓力等於垂直力除以受力面積；在相同力下，面積越小，局部壓力越高。	nist_physics
P003	laws	經典物理	medium	封閉系統中兩物體碰撞時，哪個量在沒有外力衝量時必須守恆？	系統總動量	每個物體各自的速度	每個物體各自的動能	碰撞前後物體形狀	A	總動量在孤立系統中守恆；非彈性碰撞可把部分動能轉成熱、聲音或變形，因此動能未必守恆。	nist_physics
P004	laws	經典物理	medium	盪鞦韆時按接近自然頻率的節奏施力，振幅容易增大，這是什麼現象？	量子穿隧	共振	放射性衰變	光電效應	B	週期外力接近系統自然頻率時，每次輸入能量能有效累積，形成共振；阻尼與非線性會限制振幅。	nist_physics
P005	laws	經典物理	hard	熱力學第二定律對孤立系統最合適的說法是什麼？	總熵在自發過程中傾向不減少，宏觀不可逆性來自微觀狀態統計	能量會在每次轉換中被真正消滅	所有局部結構都不能形成	熵永遠等同於肉眼看到的凌亂程度	A	第二定律不禁止冰箱或生命形成局部秩序；它要求連同環境計算後，孤立整體的熵不會自發下降。	nist_physics
P006	laws	經典物理	hard	在穩定、不可壓縮且黏性可忽略的流線上，伯努力關係常預測什麼？	流速越高，所有形式能量都無限增加	若高度相同，流速較高處的靜壓通常較低	流體越快，密度必定變成零	它適用於所有湍流、激波與黏滯流且無須修正	B	伯努力方程表達沿流線的壓力、動能與位能交換；實際流動若有黏性、渦流或外加功，必須加入相應項目。	nist_physics
P007	laws	相對論與重力	easy	狹義相對論的時間膨脹代表什麼？	所有時鐘不論運動都顯示同一讀數	只有機械鐘受速度影響，原子鐘不受影響	相對高速運動的時鐘，對另一慣性觀測者累積較少固有時間	高速運動會讓時間在宇宙中絕對停止	C	時間間隔與參考系有關；沿不同時空路徑的時鐘重聚時，可實際比較出累積固有時間差。	einstein_online
P008	laws	相對論與重力	easy	太空人繞地球軌道運行時，為何會感到失重？	軌道高度的地球重力完全為零	太空艙內的空氣抵銷了重力	離開地面後質量暫時消失	太空人與太空艙一起持續自由落體，只是不斷錯過地面	D	低地球軌道仍有顯著重力；艙內物體共同自由落體，彼此間缺少支撐力，因此呈現微重力狀態。	einstein_online
P009	laws	相對論與重力	medium	愛因斯坦等效原理的核心想法是什麼？	在足夠小的局部區域，均勻重力與加速參考系的效應可等價	重力與電磁力在任何尺度都完全相同	只有光有慣性，物質沒有	自由落體物體會失去所有能量	A	封閉電梯中的局部實驗難以分辨是處於重力場還是整個電梯在加速，這個洞見引導出廣義相對論的幾何重力觀。	einstein_online
P010	laws	相對論與重力	medium	LIGO 直接偵測到的重力波最接近什麼？	黑洞發出的普通聲波	加速質量系統造成、以光速傳播的時空幾何漣漪	暗物質粒子撞擊鏡子的火花	地震波穿過真空抵達探測器	B	雙黑洞等系統的非對稱加速運動會輻射重力波；干涉儀量測它通過時造成的極微小臂長比例變化。	ligo
P011	laws	相對論與重力	hard	黑洞的事件視界在物理上是什麼？	由固體物質構成、會反光的球殼	黑洞內部密度最大的單一點	向外發出的因果訊號無法逃至遠方的時空邊界	所有進入物質立即停止存在的魔法牆	C	事件視界不是材料表面，而是因果結構的邊界；跨過之後，所有未來指向的路徑都無法回到外部遠方。	einstein_online
P012	laws	相對論與重力	hard	GPS 為何必須納入相對論校正？	衛星速度只會改變訊號顏色，不影響時鐘	地球磁場讓所有石英鐘停止	大氣會自動把誤差完全抵銷	衛星速度與較弱重力都會改變時鐘速率，未校正會快速累積定位誤差	D	GPS 同時受到狹義相對論的速度效應與廣義相對論的重力位勢效應；系統預先校正並持續同步原子鐘。	einstein_online
P013	laws	量子與粒子	easy	「原子大部分是空的」較精確的意思是什麼？	原子質量集中在極小原子核，電子以量子機率分布占據較大尺度	電子與原子核之間是真正不存在任何場的絕對虛無	原子可以無限制互相穿過而不作用	原子核體積占據整顆原子的絕大部分	A	原子核尺度遠小於電子雲，但「空間」中仍存在電磁場與電子波函數；物質不互穿主要來自電磁作用與量子規則。	doe_quantum
P014	laws	量子與粒子	easy	光子的能量與什麼量成正比？	光束在空氣中的寬度	光的頻率	光源與地球的距離平方	單一光子的傳播時間	B	普朗克關係 E=hf 表示頻率越高，單一光子能量越大；光束總能量還取決於光子數量。	doe_quantum
P015	laws	量子與粒子	medium	海森堡不確定關係最重要的含義是什麼？	某些共軛物理量不能同時具有任意精確的量子狀態，不只是儀器粗糙	只要換成更好的顯微鏡就能完全消除	粒子其實有確定值，只是人類永遠不准計算	它只適用於大型行星，不適用於原子	A	不確定關係源自量子態與不可交換觀測量的數學結構；它不是單純由測量時「碰壞粒子」造成。	doe_quantum
P016	laws	量子與粒子	medium	量子穿隧為何能讓粒子越過經典上能量不足的障壁？	障壁會偷偷替粒子增加永久能量	波函數在障壁內仍可延伸，使另一側有非零出現機率	粒子沿第四空間繞過所有物理定律	穿隧只是假象，從未影響任何裝置	B	量子態具有波動性，有限障壁中的波函數通常指數衰減但不立刻為零；這使穿隧成為核衰變、掃描穿隧顯微鏡等真實效應。	doe_quantum
P017	laws	量子與粒子	hard	希格斯場與可見物質質量的關係，哪項最準確？	基本粒子與希格斯場的耦合提供部分靜止質量，但質子大部分質量來自強作用能量	希格斯場直接創造宇宙中所有能量	沒有希格斯場，重力就完全不存在	希格斯玻色子就是構成原子核的黏著劑	A	希格斯機制賦予 W、Z 與費米子等基本粒子質量；質子、中子的大部分質量則來自夸克與膠子強作用的動能及束縛能。	cern
P018	laws	量子與粒子	hard	中微子振盪的發現為何重要？	證明中微子能在真空中超光速	顯示不同味中微子可互相轉換，意味質量本徵態有非零差異	證明中微子就是暗能量	表示標準模型中所有粒子都有相同質量	B	若所有中微子質量都完全相同且為零，就不會出現觀測到的相位振盪；因此它是超越最簡標準模型的重要線索。	cern
P019	laws	化學與材料	easy	催化劑如何加快化學反應？	增加反應物與生成物的總能量差	強迫化學平衡永遠只向生成物移動	提供較低活化能的反應路徑，本身可在循環後再生	把所有分子溫度立即提高到無限大	C	催化劑改變反應途徑與速率，通常同時加快正、逆反應；它不改變固定條件下的平衡常數。	acs
P020	laws	化學與材料	easy	水溶液的 pH 值主要描述什麼？	溶液中所有原子的總數	液體顏色深淺	容器能承受的最高壓力	氫離子活度的對數尺度，數值越低通常越酸	D	pH 約為氫離子活度負對數，因此相差一個 pH 單位通常代表約十倍尺度差；極濃溶液需更精細處理。	acs
P021	laws	化學與材料	medium	鑽石與石墨都主要由碳構成，性質卻差很多，關鍵是什麼？	碳原子的鍵結方式與晶體結構不同	石墨完全不含電子	鑽石中的碳原子質量較大	兩者只因顏色不同，力學性質其實相同	A	鑽石具有三維四面體共價網路；石墨則是層狀 sp2 鍵結並有離域電子，因此硬度與導電性大不相同。	acs
P022	laws	化學與材料	medium	半導體摻雜的主要目的為何？	讓晶片材料變成完全沒有原子的真空	引入受控雜質，調整可移動電子或電洞的濃度	只改變晶片外觀顏色	使材料在任何溫度都成為完美導體	B	施體與受體雜質可形成 n 型或 p 型半導體；把兩者組合後才能製作二極體、電晶體等元件。	nist_physics
P023	laws	化學與材料	hard	超導體進入超導態時，哪組特徵最具代表性？	電阻變大且磁場完全被吸入	只要低溫就能永久儲存無限能量	直流電阻降至不可測並出現邁斯納排磁，但受臨界溫度、磁場與電流限制	所有超導體都能在室溫常壓穩定運作	C	超導不是單純「很好的導體」；邁斯納效應顯示它具有特殊量子相，但超過臨界條件後會恢復普通狀態。	nist_physics
P024	laws	化學與材料	hard	石墨烯兼具高強度與高導電性的結構基礎是什麼？	它是多層金屬原子隨機堆積	它靠內部液體傳導電子	它的每個碳原子都與六個鄰居形成離子鍵	單原子厚的六角 sp2 碳網格具有強面內鍵與離域電子	D	強共價鍵提供優異面內力學性質，離域 π 電子則造成特殊電子傳輸；實際宏觀材料仍受缺陷、尺寸與基板影響。	acs
F001	future	能源與氣候	easy	「再生能源」最核心的判準是什麼？	能源來源能在人類時間尺度上由自然過程持續補充	使用時完全不產生任何環境影響	設備不需要任何礦物與土地	只有太陽能可以被稱為再生能源	A	太陽、風、水流、地熱與部分生質來源可持續補充；再生不等於零影響，仍要評估生命週期、土地與電網需求。	doe_energy
F002	future	能源與氣候	easy	氣候科學中的「輻射強迫」描述什麼？	颱風中心的最大風速	某項因素改變地球能量收支的方向與大小	雲層對飛機造成的機械推力	太陽黑子數量本身，不考慮能量變化	B	溫室氣體、氣膠或太陽變化可改變進出地球系統的能量差；正強迫傾向增暖，負強迫傾向降溫。	nasa_climate
F003	future	能源與氣候	medium	現有核分裂發電廠主要從哪個過程取得熱能？	重原子核裂成較輕碎片並釋放束縛能	把氫直接融合成氦	把電子完全轉換成光子而不留下原子核	利用地球磁場摩擦渦輪葉片	A	鈾等重核吸收中子後裂變，碎片動能轉成熱並產生更多中子；反應爐用控制與冷卻系統維持可管理的鏈式反應。	doe_energy
F004	future	能源與氣候	medium	大量儲能設備加入電網，主要能解決什麼問題？	創造不需輸入的永久能源	把發電與用電在時間上錯開，平衡波動與尖峰需求	讓輸電線不再有任何損耗	保證所有發電方式都完全不受天候影響	B	電池、抽蓄等可在供給多時儲能、需求高時釋放，改善可變再生能源整合；儲能本身仍有容量、效率與成本限制。	doe_energy
F005	future	能源與氣候	hard	為什麼氣候政策常討論「剩餘碳預算」？	長期增暖與人類累積二氧化碳排放量近似相關，可把溫度目標轉成有限排放總量	每年排放量只要不增加，累積濃度就會立即下降	碳預算是各國中央銀行能印出的貨幣上限	它能精確保證某一年每個城市的氣溫	A	二氧化碳長期累積使總排放量成為關鍵；碳預算帶有氣候敏感度、非二氧化碳效應與機率等不確定性，不是絕對保證。	nasa_climate
F006	future	能源與氣候	hard	受控核融合要成為實用電源，除了讓燃料發生融合，還必須跨過哪些主要難關？	只要第一次點火成功，裝置之後不需能量與維修	長時間約束高溫電漿、取得系統淨能量並處理材料與燃料循環	把反應溫度降到冰點以下	在開放空氣中讓氫氣自行持續燃燒	B	融合研究要同時處理約束、穩定性、耐中子材料、氚增殖、熱轉換與可維護性；單次物理增益不等於整座電廠淨發電。	doe_energy
F007	future	計算與人工智慧	easy	電腦科學中的「演算法」是什麼？	任何看起來複雜的電腦畫面	只有人工智慧才能執行的神祕公式	為解決一類問題而定義的有限、可執行步驟	儲存在硬碟裡的所有資料總和	C	演算法描述輸入如何經明確步驟轉成輸出；同一問題可能有多種正確演算法，效率與適用條件也不同。	nist_ai
F008	future	計算與人工智慧	easy	機器學習與傳統逐條規則程式最主要的差別之一是什麼？	機器學習不需要資料也不需要目標	傳統程式永遠不能處理數字	機器學習模型學成後必定永遠正確	模型從資料調整參數以擷取模式，而非由人手列出所有判斷規則	D	機器學習仍由人設計目標、資料流程與評估；它擅長從案例調整大量參數，但可能學到偏差或脆弱關聯。	nist_ai
F009	future	計算與人工智慧	medium	神經網路「訓練」時通常在做什麼？	依損失函數與資料反覆調整權重，使預測誤差降低	把每個訓練範例原封不動存成唯一答案	讓模型自行決定法律與倫理標準	把處理器溫度提高來增加智慧	A	最佳化演算法利用梯度等資訊調整權重；訓練誤差下降不等於能泛化到新資料，因此需要驗證、測試與風險評估。	nist_ai
F010	future	計算與人工智慧	medium	公開金鑰密碼系統為何能讓陌生人安全傳遞資料？	公開金鑰和私密金鑰內容完全相同	一對數學相關但用途不同的金鑰，讓公開操作不必暴露私密金鑰	所有訊息都必須先公開給全世界閱讀	安全性只靠把演算法名稱保密	B	依系統不同，公開金鑰可用於加密或驗證，私密金鑰用於解密或簽署；安全性建立在計算困難問題與妥善金鑰管理。	nist_ai
F011	future	計算與人工智慧	hard	量子電腦若成熟，最合理的能力預期是什麼？	對某些具有合適量子演算法的問題提供顯著加速，而不是讓所有程式瞬間完成	取代所有感測器，直接知道自然界答案	違反能量守恆進行無限次計算	自動解決所有尚未形式化的人類價值衝突	A	Shor、Grover 或量子模擬展示問題特定的優勢；資料輸入、錯誤校正與大量一般工作仍可能更適合傳統電腦。	doe_quantum
F012	future	計算與人工智慧	hard	生成式 AI 的「幻覺」最準確指什麼？	模型硬體因過熱看見影像	模型產生語句流暢、看似可信，但缺乏依據或與事實衝突的內容	任何模型使用比喻都算幻覺	只要答案不符合使用者偏好就算幻覺	B	語言模型最佳化的是序列生成，不內建可靠的真偽驗證；檢索、工具、結構化輸出與人工審核能降低風險，但不能假裝風險為零。	nist_ai
F013	future	太空與工程	easy	衛星能繞地球運行，並不是因為那裡沒有重力，而是因為什麼？	它以足夠橫向速度持續自由落體，地表同時向下彎離	太空中所有物體都自動靜止	衛星磁鐵吸住地球磁極	太陽風把衛星固定在同一高度	A	軌道是「不斷下落但一直錯過地面」；重力提供向心加速度，速度與高度共同決定軌道形狀。	nasa_technology
F014	future	太空與工程	easy	火箭能在真空中加速，主要依據什麼？	需要把廢氣推在空氣上才能前進	向後高速噴出質量，依動量守恆得到向前推力	真空會從前方吸引火箭	燃料燃燒後會暫時取消火箭質量	B	火箭與噴氣的總動量守恆；噴嘴向後加速質量，火箭就獲得相反方向的動量，不需要外部空氣當支點。	nasa_technology
F015	future	太空與工程	medium	返回艙高速再入大氣時，隔熱盾如何保護內部？	耐熱材料承受、反射或燒蝕帶走熱量，並控制熱流進入結構	從太空攜帶大量冷空氣包住整艘船	讓返回艙停止受到任何空氣作用	把摩擦熱全部變成重力	A	再入激波與高溫氣體帶來巨大熱流；燒蝕材料可分解、氣化並帶走能量，其他系統則用耐高溫與隔熱結構管理熱量。	nasa_technology
F016	future	太空與工程	medium	離子推進器的典型優勢與限制是什麼？	推力極大但只能運作一秒	推力小但比衝高，可長時間高效率改變深空探測器速度	不用電力也不用推進劑	只能在濃厚大氣中工作	B	離子推進把少量推進劑加速到很高排氣速度，節省質量但瞬時推力很小，適合長時間任務而非地表起飛。	nasa_technology
F017	future	太空與工程	hard	地球太空電梯最核心的材料難題是什麼？	纜索必須在自重與旋轉張力下仍有極高比強度，並跨越地球同步軌道	只要使用普通鋼纜就能忽略數萬公里自重	纜索必須完全不受地球自轉影響	電梯頂端只要到國際太空站高度即可靜止	A	地球同步結構需延伸到同步軌道之外以提供張力；大氣、碎片、振動與建造也是難題，但材料的強度重量比是首要門檻。	nasa_technology
F018	future	太空與工程	hard	長期載人深空任務為何需要「閉環生命維持」？	為了讓太空船外形形成圓環	盡可能回收水、氧與部分養分，降低必須從地球攜帶的補給	因為真空能自動製造食物	閉環代表船員永遠不能與外界通訊	B	任務越遠，補給成本與延遲越高；閉環系統需管理空氣、水、廢物與微生物，但完全自給仍是艱難工程目標。	nasa_technology
F019	future	科幻與現實邊界	easy	「曲速引擎」目前最合適的科學狀態是什麼？	已有載人原型在太陽系內測試	被廣義相對論完全禁止，連數學描述都不存在	某些廣義相對論度規可描述曲速泡，但需特殊能量條件且未實現	只差把普通火箭燃料換成核能即可建造	C	Alcubierre 度規展示時空幾何上的數學可能性，卻涉及負能量、穩定性、因果與巨大工程問題；沒有可用曲速引擎證據。	alcubierre
F020	future	科幻與現實邊界	easy	現實的「量子傳態」與科幻人體傳送器有何根本差別？	量子傳態已能把完整人體瞬間搬到火星	量子傳態允許不經任何通訊超光速傳訊	科幻傳送器只是量子傳態設備放大版	量子傳態轉移量子態資訊，仍需共享糾纏與經典通訊，不搬運原物體	D	量子傳態能把未知量子態重建到遠端系統，但原態在過程中被破壞，且經典訊息不能超光速傳遞。	doe_quantum
F021	future	科幻與現實邊界	medium	可穿越蟲洞目前面臨的主要科學問題是什麼？	理論模型通常需要違反一般能量條件的效應，而且尚無觀測證據	天文學家已找到入口，只是不知道如何買票	蟲洞已被證明等同普通黑洞且人人能通過	只要鑽穿行星就能形成時空捷徑	A	Morris–Thorne 類模型能寫出可穿越幾何，但維持喉部通常需要特殊能量條件；自然界是否允許宏觀穩定版本仍未知。	morris_thorne
F022	future	科幻與現實邊界	medium	戴森球概念真正想解決的是什麼問題？	替行星建造完全透明的大氣層	以大量環繞恆星的結構截取文明可利用的恆星能量	把恆星壓縮成黑洞作為武器	讓單一行星停止自轉	B	較合理的工程想像通常是大量獨立收能設施形成「戴森群」，而非一個剛性實心殼；它仍遠超目前文明能力。	nasa_technology
F023	future	科幻與現實邊界	hard	費米悖論所指出的核心張力是什麼？	宇宙尺度與可能的文明數量似乎很大，卻尚未取得明確外星科技證據	所有外星文明必定同時滅亡	光速其實比物理學測得更慢	地球是宇宙唯一行星已被數學證明	A	費米悖論不是證明外星人不存在，而是要求解釋期望、演化時間、可偵測性與目前沉默之間的落差。	nasa_universe
